name,description,link,facebook,linkedin,instagram,youtube,website
Delta Gamma,"Women's organization based on the values of friendship, cultural and educational interests, social responsibility and developing the best qualities of character. Do Good!",https://orgcentral.psu.edu/organization/delta-gamma,https://www.facebook.com/deltagammapsu,https://www.linkedin.com/company/delta-gamma-alpha-chi-chapter,https://www.instagram.com/deltagammapsu,N/A,https://go.microsoft.com/fwlink
Delta Kappa Alpha,National Gender-Inclusive Professional Cinematic Society,https://orgcentral.psu.edu/organization/dka,N/A,N/A,https://www.instagram.com/dkapsu,N/A,https://go.microsoft.com/fwlink
Delta Kappa Epsilon,"Gentlemen, scholars, and jolly good fellows.",https://orgcentral.psu.edu/organization/delta-kappa-epsilon,N/A,N/A,https://www.instagram.com/dke_pennstate,N/A,https://go.microsoft.com/fwlink
Delta Phi Epsilon,"We are an international sorority focused on empowering women to be their best selves. We do so by providing opportunities in the areas of service, social, scholarship, sisterhood, and self.",https://orgcentral.psu.edu/organization/delta-phi-epsilon,N/A,N/A,https://www.instagram.com/dphiepennstate,https://www.youtube.com/channel/UCIpGNadbelVIuBknG7PIrCw,https://go.microsoft.com/fwlink
Delta Sigma Phi,"Delta Sigma Phi's purpose is to foster a culture that provides Better Men, Better Lives. D Sig focuses on the growth and leadership skills of their members to benefit them and going forward in their lives as Delta Sigs.",https://orgcentral.psu.edu/organization/delta-sigma-phi,N/A,N/A,https://www.instagram.com/deltasigmaphipsu,N/A,https://go.microsoft.com/fwlink
Delta Sigma Pi,"Delta Sigma Pi is a professional fraternity organized to foster the study of business in universities and to encourage scholarship, social activity, and the association of students for their mutual advancement by research and practice.",https://orgcentral.psu.edu/organization/dsp,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
"Delta Sigma Theta Sorority, Inc.","Delta Sigma Theta Sorority, Incorporated is an organization of college educated women committed to the constructive development of its members and to public service with a primary focus on the Black community.",https://orgcentral.psu.edu/organization/deltasigmatheta,https://www.facebook.com/epsilongammadst,N/A,http://www.instagram.com/epsilongammadst,N/A,https://go.microsoft.com/fwlink
Delta Theta Sigma,"Delta Theta Sigma is a social-professional fraternity composed of elite agriculture majors from all over the United States. We strive to promote agriculture, scholarship, and maintain social/cultural unity within the agricultural vocation.",https://orgcentral.psu.edu/organization/delta-theta-sigma-migrated,https://www.facebook.com/DeltaThetaSigmaBetaActives,N/A,https://www.instagram.com/dtsbeta,N/A,https://go.microsoft.com/fwlink
Delta Upsilon International Fraternity,"Located at 229 Locust Lane, State College PA, 16801",https://orgcentral.psu.edu/organization/delta-upsilon-migrated,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Delta Zeta,Gamma Delta Chapter of Delta Zeta at Penn State.,https://orgcentral.psu.edu/organization/deltazetapennstate,N/A,N/A,https://www.instagram.com/deltazetapsu,N/A,https://go.microsoft.com/fwlink
Demography Graduate Student Association,"Demography Graduate Student Association (DGSA) aims to provide a space for all Demography graduate students to connect, share information and resources, access mentorship, and receive funding.",https://orgcentral.psu.edu/organization/dgsa,N/A,N/A,N/A,N/A,https://demography.psu.edu/new-demography-graduate-student-association
Derby: a Women's Comedy Troupe,"To create a collaborative, creative space for women and non-binary folks to write and perform any styles of comedy.",https://orgcentral.psu.edu/organization/derby-a-womens-comedy-troupe,https://www.facebook.com/derbytroupe,N/A,https://www.instagram.com/derbytroupe,https://www.youtube.com/channel/UCDssSmh5eA0DAS52O61v81w,http://sites.psu.edu/derby
Design Association,"The Design Association provides enrichment opportunities to students with a passion for art and design. The Design Association will connect creatives with each other and to real world scenarios, striving to better its members and community.",https://orgcentral.psu.edu/organization/designassociation,https://www.facebook.com/PennStateGraphicDesign,N/A,https://www.instagram.com/pennstategraphicdesign,N/A,https://go.microsoft.com/fwlink
Developers,"Developers at Penn State fosters a student developer community through hands-on projects, technical workshops, and industry connections. We partner exclusively with Google Developer Group to enhance professional development opportunities.",https://orgcentral.psu.edu/organization/devspsu,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Diabetes Link,Our Chapter of The Diabetes Link was founded for the purpose of connecting college students with and affected by Juvenile Diabetes in the hopes that these connections will create a support network.,https://orgcentral.psu.edu/organization/diabetes,https://www.facebook.com/CDNpennstate,N/A,http://www.instagram.com/tdlpsu,N/A,https://go.microsoft.com/fwlink
Digital Media Group,Digital Media Group is dedicated to professional development and community building among digital artists.,https://orgcentral.psu.edu/organization/digitalmediagroup,N/A,N/A,https://www.instagram.com/dmg.psu,N/A,https://go.microsoft.com/fwlink
Disability Alliance,"We work to identify and address barriers that prevent individuals with disabilities from fully participating in campus life, and to promote policies and practices that support their inclusion. By collaborating with campus administration and other student",https://orgcentral.psu.edu/organization/psuda,N/A,N/A,https://www.instagram.com/disabilityalliancepsu,N/A,https://go.microsoft.com/fwlink
Disc Golf Club,To provide recreational and competitive opportunities in the sport of disc golf to Penn State students.,https://orgcentral.psu.edu/organization/disc-golf,N/A,N/A,http://www.instagram.com/pennstatediscgolf,N/A,http://sites.psu.edu/clubsports
Disciplemakers Christian Fellowship,Christian Fellowship On Campus,https://orgcentral.psu.edu/organization/psudmorg,https://www.facebook.com/PennStateDCF,N/A,https://www.instagram.com/pennstatedcf,https://www.youtube.com/channel/UC-9hTL6XaM20VF9WcF-QXhQ,https://go.microsoft.com/fwlink
Disney Club,"Our mission is to provide members opportunities to share their passion for Disney, engage in Disney experiences, and connect with Disney professionals.",https://orgcentral.psu.edu/organization/disneyclub,N/A,N/A,https://www.instagram.com/disneyclubpsu,N/A,https://go.microsoft.com/fwlink
"Diversity, Inclusion, and Advocacy for Minority Nursing Students","Our organization aims to create a safe, inclusive community for minority nursing students to thrive, embrace their identities, and become professional, compassionate, culturally competent healthcare leaders.",https://orgcentral.psu.edu/organization/diamnsatpennstate,N/A,N/A,https://www.instagram.com/diamns.psu,N/A,https://sites.psu.edu/diamns
DMAX Club,The purpose of the DMAX Club at Penn State is to encourage honest and open conversations about mental health in a safe environment among students.,https://orgcentral.psu.edu/organization/dmaxfoundation,https://www.facebook.com/DMAXClubatPennState,N/A,https://www.instagram.com/dmaxclubpsu,N/A,https://go.microsoft.com/fwlink
Dominican Student Association,The Dominican Student Association was founded at the Pennsylvania State University on April 6th 2009. The Purpose of the Dominican Student Association is to increase campus understanding of the Dominican Republic as a nati...,https://orgcentral.psu.edu/organization/dominican-student-association,N/A,N/A,https://www.instagram.com/dsapennstate,N/A,https://go.microsoft.com/fwlink
Ducks Unlimited,Ducks University chapters are playing an increasingly important role in Ducks Unlimited's conservation mission. DU recognizes that a vibrant and strong collegiate program is the key to a healthy future for wetlands conservation.,https://orgcentral.psu.edu/organization/pennstateducksunlimited,N/A,N/A,https://www.instagram.com/pennstateducksunlimited,N/A,https://go.microsoft.com/fwlink
Dungeons and Dragons,"Dungeons and Dragons Club is a club designed to organize and facilitate the creation of D&amp;D (Dungeons and Dragons) groups at Penn State University and to host D&amp;D related events. If you're in search of a D&amp;D group, we're here to help you find one!",https://orgcentral.psu.edu/organization/dd,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Eagles Autism Foundation College Program,"The Eagles Autism Foundation raises funds for autism research and care programs, promotes inclusion across all Eagles events, and aims to inspire and engage the community so we can provide much-needed support to make a lasting impact in the autism field.",https://orgcentral.psu.edu/organization/philadelphiaeagles_eaglesautismfou,https://www.facebook.com/EaglesAutismFoundation,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Early Career Professionals Group,"The Student Affairs Early Career Professionals Group aims to provide opportunities to grow socially, professionally, and educationally through engaging meetings and conversations with peers who are in their first seven years of Student Affairs work.",https://orgcentral.psu.edu/organization/ecpg,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Early Period Studies Group,"We promote a sense of community and collegiality amidst graduate students studying literature, history, art, philosophy, etc. of the medieval period, Renaissance, seventeenth, and eighteenth centuries.",https://orgcentral.psu.edu/organization/early-period-studies-group,N/A,N/A,N/A,N/A,https://sites.psu.edu/earlyperiod
